state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,months_since_last_claim,months_since_policy_inception
Oregon,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,group_6-14,group_0-24
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Large,group_23-35,group_48-71
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,group_14-23,group_0-24
Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Special Auto,Special L2,Offer1,Branch,SUV,Large,group_6-14,group_0-24
Other,No,Premium,Master,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,group_14-23,group_71-99
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Two-Door Car,Medsize,group_0-6,group_48-71
Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,group_6-14,group_0-24
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize,group_14-23,group_24-48
California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,group_0-6,group_0-24
Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer3,Branch,Four-Door Car,Medsize,group_14-23,group_48-71
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Special Auto,Special L1,Offer2,Web,Two-Door Car,Medsize,group_6-14,group_24-48
California,No,Basic,College,Other,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Small,group_6-14,group_0-24
California,No,Basic,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Large,group_14-23,group_71-99
Arizona,No,Basic,College,Unemployed,F,Urban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,group_14-23,group_0-24
Other,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Small,group_0-6,group_24-48
Oregon,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Large,group_23-35,group_71-99
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,group_14-23,group_24-48
Oregon,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Luxury,Medsize,group_23-35,group_24-48
Other,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,group_0-6,group_0-24
Other,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,group_6-14,group_71-99
Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,group_6-14,group_0-24
Other,No,Extended,College,Other,F,Urban,Married,Corporate Auto,Corporate L2,Offer3,Web,Two-Door Car,Medsize,group_6-14,group_48-71
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,group_23-35,group_71-99
Arizona,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer1,Call Center,SUV,Large,group_23-35,group_24-48
California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,group_23-35,group_24-48
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize,group_6-14,group_24-48
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,group_0-6,group_24-48
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,group_14-23,group_71-99
California,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize,group_23-35,group_24-48
Oregon,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,group_6-14,group_0-24
Other,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,group_23-35,group_0-24
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize,group_23-35,group_24-48
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,group_23-35,group_24-48
Oregon,Yes,Basic,College,Other,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,group_23-35,group_48-71
Arizona,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,group_14-23,group_71-99
Oregon,Yes,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Luxury,Medsize,group_23-35,group_71-99
California,No,Extended,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small,group_0-6,group_0-24
California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,group_14-23,group_24-48
Other,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,group_6-14,group_24-48
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Large,group_6-14,group_0-24
California,No,Extended,College,Other,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize,group_0-6,group_0-24
California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,group_14-23,group_0-24
Other,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,group_0-6,group_24-48
Other,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize,group_14-23,group_48-71
California,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,Two-Door Car,Small,group_14-23,group_24-48
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,group_0-6,group_71-99
California,No,Basic,Bachelor,Unemployed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,group_14-23,group_71-99
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Large,group_14-23,group_24-48
California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Small,group_6-14,group_71-99
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,group_0-6,group_48-71
Oregon,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize,group_6-14,group_0-24
Other,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,group_14-23,group_48-71
Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Small,group_14-23,group_71-99
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L3,Offer3,Branch,Four-Door Car,Small,group_23-35,group_24-48
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Large,group_23-35,group_0-24
California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Medsize,group_6-14,group_0-24
Arizona,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,group_14-23,group_0-24
California,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Corporate Auto,Corporate L2,Offer2,Web,Two-Door Car,Medsize,group_0-6,group_0-24
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,group_14-23,group_71-99
Oregon,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,group_14-23,group_48-71
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Large,group_14-23,group_71-99
Oregon,No,Extended,Bachelor,Other,F,Rural,Married,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Large,group_0-6,group_71-99
California,No,Extended,High School or Below,Employed,F,Urban,Single,Special Auto,Special L3,Offer1,Agent,SUV,Medsize,group_6-14,group_48-71
California,Yes,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Luxury,Medsize,group_14-23,group_24-48
Other,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Two-Door Car,Small,group_6-14,group_71-99
Other,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,group_6-14,group_0-24
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,group_14-23,group_0-24
California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,group_6-14,group_0-24
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,SUV,Medsize,group_23-35,group_0-24
Oregon,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,group_6-14,group_48-71
Other,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,group_23-35,group_71-99
Other,No,Extended,College,Other,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,group_23-35,group_71-99
Arizona,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize,group_6-14,group_24-48
California,Yes,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small,group_0-6,group_0-24
Other,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,group_23-35,group_71-99
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize,group_6-14,group_0-24
Arizona,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,group_14-23,group_48-71
Oregon,No,Extended,College,Other,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Small,group_14-23,group_0-24
Other,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,group_23-35,group_48-71
Other,Yes,Extended,College,Other,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Luxury,Medsize,group_0-6,group_48-71
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,group_6-14,group_0-24
Other,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,group_14-23,group_24-48
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,group_14-23,group_0-24
Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,group_14-23,group_24-48
Oregon,No,Extended,Doctor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,group_23-35,group_71-99
California,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,group_23-35,group_71-99
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer1,Agent,Four-Door Car,Medsize,group_23-35,group_48-71
Oregon,No,Basic,Doctor,Employed,F,Rural,Married,Special Auto,Special L3,Offer2,Web,SUV,Medsize,group_6-14,group_0-24
Other,No,Basic,Master,Other,F,Rural,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,group_23-35,group_24-48
Other,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Medsize,group_6-14,group_24-48
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Small,group_6-14,group_71-99
Other,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Small,group_14-23,group_0-24
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Medsize,group_14-23,group_24-48
California,No,Premium,College,Other,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Large,group_6-14,group_71-99
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Small,group_23-35,group_48-71
Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Web,SUV,Medsize,group_0-6,group_0-24
Other,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Medsize,group_14-23,group_71-99
Oregon,No,Extended,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,group_0-6,group_71-99
Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L1,Offer1,Branch,Two-Door Car,Medsize,group_23-35,group_0-24
Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize,group_14-23,group_24-48
Oregon,Yes,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Small,group_0-6,group_0-24
Other,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,group_6-14,group_71-99
Oregon,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,group_23-35,group_71-99
Oregon,No,Basic,Doctor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,group_6-14,group_24-48
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,group_6-14,group_24-48
California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,group_0-6,group_0-24
Other,No,Premium,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,group_0-6,group_24-48
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize,group_0-6,group_71-99
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Web,Two-Door Car,Medsize,group_23-35,group_48-71
Oregon,No,Extended,College,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,group_23-35,group_24-48
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,group_14-23,group_0-24
Oregon,Yes,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Luxury,Medsize,group_23-35,group_71-99
Other,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,group_23-35,group_71-99
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,group_23-35,group_48-71
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize,group_23-35,group_48-71
Other,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize,group_6-14,group_24-48
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Call Center,SUV,Medsize,group_0-6,group_48-71
Arizona,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,group_14-23,group_71-99
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,group_23-35,group_24-48
Other,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Medsize,group_0-6,group_0-24
Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,group_6-14,group_0-24
California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,group_0-6,group_48-71
Arizona,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,SUV,Medsize,group_23-35,group_0-24
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Luxury,Medsize,group_6-14,group_71-99
Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,group_6-14,group_24-48
Other,No,Basic,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,group_23-35,group_71-99
California,No,Extended,Doctor,Other,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,group_0-6,group_48-71
California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,group_14-23,group_48-71
California,No,Extended,College,Employed,M,Suburban,Married,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Small,group_14-23,group_71-99
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Special Auto,Special L2,Offer1,Call Center,Two-Door Car,Medsize,group_0-6,group_24-48
Other,Yes,Basic,Master,Other,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Small,group_0-6,group_48-71
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize,group_6-14,group_0-24
California,No,Basic,Doctor,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,group_6-14,group_24-48
California,Yes,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Luxury,Medsize,group_23-35,group_71-99
California,No,Basic,Bachelor,Other,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Small,group_14-23,group_24-48
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Luxury,Medsize,group_14-23,group_71-99
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Luxury,Medsize,group_6-14,group_71-99
